state,income_employee_day,employees_business,salary_employee_day
Tlaxcala,10175.977134251887,5,455.75185098317525
Puebla,2485.29166543822,4,50.70159283704101
CDMX,34704.425880158815,13,296.17569480200007
Puebla,6017.6970797720805,4,393.29282893032894
Guanajuato,22672.79735173852,11,733.1010082603805
Nayarit,9758.83346929321,7,324.08296664451024
Oaxaca,12150.606517214464,5,478.40717160986327
Puebla,7263.95367776588,4,225.01120427619082
Mexico,3318.002789365807,4,47.98027785145889
Morelos,28976.263014410415,9,656.6386540435803
CDMX,49105.19958834957,10,469.2220363239237
Veracruz,6553.347965854278,5,165.2141295379538
Morelos,4624.324422436964,5,107.36339492939118
Puebla,1403.1159548880512,4,41.526026102859674
Veracruz,27874.51909501771,8,729.5790724759962
Tamaulipas,28048.411857542218,10,794.0995289693178
Jalisco,16253.924619636413,8,780.0218476362298
Morelos,9297.687562832112,6,242.07637874368916
Coahuila,22790.335609812722,16,644.0814500464325
Tlaxcala,1834.4811991976278,4,9.067103523460666
Puebla,14028.285822898031,4,52.92771295906555
Tlaxcala,2822.787772851296,4,45.459216129709304
Veracruz,12213.60416364296,5,275.1473156295355
Hidalgo,9462.511204919741,4,300.0482961573205
Veracruz,11284.117537313432,5,436.7605890191898
Veracruz,3077.99519377569,4,69.46438120963006
Tamaulipas,9624.070263773388,6,257.2960182887214
Mexico,5872.720528021779,5,111.3478008447226
Ags,5825.937475961539,6,185.0110408653846
Colima,22369.041808514707,10,585.1234087518648
Puebla,4428.7542203066005,5,138.82350634581266
Tlaxcala,2492.6915818363273,4,29.85568551358821
Michoacan,10560.345490343725,7,553.9356669588135
Chiapas,8095.1894669197145,6,146.00117750924903
Tlaxcala,12852.247155092686,4,443.63003980859696
Tlaxcala,3734.0565321801323,4,32.55879928488597
Quintana Roo,7440.239090551697,10,150.7318835670292
CDMX,25947.0389195603,7,208.701746477228
Mexico,9690.685494562196,4,98.34718643327777
Mexico,5223.222822112142,5,133.2702391851237
Tabasco,8409.882678313643,6,245.72933664525823
Jalisco,17292.064998995378,8,506.3686931680603
Veracruz,15105.005160032477,5,356.8133789207671
Hidalgo,39398.184503850745,7,942.5788731549262
Yucatan,11197.881572186618,8,355.62325862745456
Nayarit,11032.66257678953,6,233.3789008246528
Chihuahua,15745.440810385788,8,350.93916201023853
Oaxaca,6905.385560053982,4,269.45728092667565
SLP,8321.31448060957,6,283.02855364575305
Mexico,19157.98474891792,7,396.42176313296756
SLP,10423.416364038041,6,325.1246257995287
SLP,7380.107162657163,6,169.1725472725473
Tamaulipas,17146.78734214136,8,516.1872112822615
Mexico,5662.04448059206,5,111.0458139515527
Chiapas,11486.422046776437,6,299.512259768985
Chiapas,2063.4875715020094,4,51.312184386391245
Mexico,9248.601722278689,5,216.1819572869927
Sinaloa,15063.218076923076,11,560.9031649253732
Guerrero,2048.471895074224,6,29.121138832658573
Guerrero,2642.872901354718,5,57.13973454531298
Jalisco,8188.195195470647,7,385.152027770749
SLP,18040.314843661494,6,841.1947087062422
Nuevo Leon,45372.74741275033,13,256.17354229201203
BCS,17169.646707091124,10,427.14134323862083
Nuevo Leon,14916.936501714845,7,284.9215962355055
Tlaxcala,3880.5566705056776,4,101.11988275391043
Jalisco,22218.600621868198,9,619.4860000103336
Veracruz,12666.534654661913,6,337.61692413438874
Jalisco,4534.341105429225,6,239.9850132194538
Tlaxcala,10162.719869366743,5,361.7787659042347
CDMX,31347.259820799074,9,228.40799022492223
Jalisco,9129.836348670413,5,279.4728174020636
Yucatan,3370.136501785942,7,67.54776283645873
Hidalgo,5013.253903460436,4,160.46595674454483
Coahuila,21440.22746877319,10,549.8929479192432
Jalisco,3222.6882282415627,5,80.83142174477388
Puebla,2448.272930466524,5,21.667875311609688
Oaxaca,9053.344980071743,5,355.42643423674775
Oaxaca,5836.407371363495,5,245.2513774459054
Mexico,6103.085516697126,5,175.1868125934541
Michoacan,7902.5402385589105,4,161.0019211835984
Jalisco,5989.759504009504,6,149.80425794475795
Puebla,1949.589036276224,4,584.2071200257251
Jalisco,24935.558570884557,7,1019.6699347187467
Colima,9473.521854651804,7,173.75778528859948
Tlaxcala,2364.73886734256,5,82.92964250080465
SLP,6988.256422279595,5,368.92796795504586
Tamaulipas,25116.22554467301,9,639.5008400452764
Mexico,13038.794932708433,7,1109.4025132218258
Veracruz,20029.279750307916,6,812.1549272197961
Guerrero,5483.062858220211,4,92.04742322775263
Yucatan,5501.7359298687425,6,135.58888259310135
Zacatecas,8457.964119870408,7,291.49694529822233
Chiapas,6808.047268814218,4,134.60524354346015
Puebla,8520.597869231522,5,363.334759431795
Hidalgo,15329.409498402527,6,750.0462325884494
Guanajuato,5812.771951019065,5,224.33815885930306
Puebla,7382.658009153317,4,194.9865370533357
Chiapas,5939.281104457752,5,172.4913698671034
Guerrero,12942.603772652634,6,369.9213750834272
Guerrero,5096.294634645751,5,136.7106249023929
Jalisco,7466.066542580154,5,241.086173647193
Yucatan,4606.697133782633,6,69.09583420481835
Guanajuato,11000.383551110826,6,483.12440879029145
Quintana Roo,22362.857686288495,16,379.20479250424285
Mexico,4504.738558676819,6,162.97032882646363
Yucatan,6349.570767888306,5,117.33914599275069
Morelos,4309.340455773734,5,84.30458305710681
Coahuila,34702.35251396123,10,512.6181726303518
Oaxaca,10921.85216258614,5,293.5565703260687
Guerrero,5802.342732242556,5,165.63404547921834
SLP,4570.334962626206,5,175.6903279968762
Oaxaca,3261.8597360386093,4,77.57799433664927
Mexico,6268.289136719607,5,95.00254665885971
Puebla,5582.159686445195,3,160.95460072837093
Puebla,8838.162082690278,5,303.241260051986
Guerrero,7419.188539853811,6,351.3119413505047
Chiapas,10927.406247890369,6,325.43301978771245
SLP,8598.039029596932,5,264.6272244735509
Zacatecas,4390.617581032879,7,176.2503668579404
Puebla,6414.175838026507,4,215.406539557549
Veracruz,16249.53184906576,5,564.6554718514924
Sonora,23926.797639208075,13,717.0452995846348
Mexico,3686.2127036883758,5,116.95780319176454
Michoacan,18856.99458793722,7,665.6304468998522
Jalisco,3581.5812535967775,5,95.47453208325341
Tlaxcala,12588.986455480872,5,184.28129860592483
Tabasco,14361.57612667019,8,455.376729448177
Guanajuato,14464.635027145732,16,334.59686939547373
Puebla,2315.5008720551873,4,45.883500829754
Michoacan,7905.9852699462435,6,342.1577630332212
Veracruz,22313.7702812372,6,670.1752597727651
Hidalgo,13068.988831165052,5,521.5132916412002
Chiapas,4512.1555625796855,4,45.31315018062048
Hidalgo,7171.265437889813,4,131.89060382016635
Zacatecas,7044.640010256409,6,160.61310546153845
Chihuahua,13254.545106217867,6,293.2908748423707
Campeche,26326.42560093507,8,581.7500141869801
Michoacan,5615.255785429973,5,136.91676138572618
Sonora,12366.447485207102,9,426.19716425401515
Veracruz,18028.46354689697,5,335.4870137912566
Mexico,8274.496409186413,5,303.0534176199369
Guanajuato,5444.692950133017,5,167.50910864889343
Puebla,1185.1952475888027,4,584.2071200257251
Puebla,10873.936295967756,5,438.28493708660346
Puebla,2959.4061647136646,5,75.54765838215839
Veracruz,20527.600036199095,6,515.1556260180996
Puebla,4188.2392488780415,3,191.09505515313757
Ags,5603.42490138067,5,188.09561078238
Veracruz,18193.698014888338,5,274.70928282446863
Morelos,11535.248937285272,6,279.0651453225994
Puebla,8113.410398124602,4,266.89092053401146
Nuevo Leon,9504.968146565368,9,207.93891342196898
Veracruz,11003.964343953288,5,325.7444596359874
Puebla,2250.3854886295117,4,89.28849889094667
Campeche,12701.98495574259,6,270.1226700702464
Michoacan,6620.5389439374185,6,272.9991544654498
Chiapas,3410.6937928130264,6,91.54021058394162
Hidalgo,31004.614551161783,6,461.2960755520277
Oaxaca,4503.715053489556,6,36.388724210392255
Hidalgo,14677.43889305816,6,1045.9913874296437
Sonora,14189.743653121832,13,784.405709836303
Mexico,17696.415650406503,5,837.2762288930583
Jalisco,10986.766518542734,7,355.48754580564724
Chiapas,3067.23749937865,5,63.71222362371069
Michoacan,18959.767065384618,5,307.36430096153845
Nuevo Leon,7506.802010559272,8,284.44633479648843
Sinaloa,11317.354950708786,7,481.55556505001084
Oaxaca,8949.476485610232,5,189.8579646695683
Queretaro,44451.860061688705,12,705.5157247971867
Oaxaca,13534.828161850539,5,396.0602604402411
CDMX,35971.63334686422,14,336.4350487222139
Jalisco,9347.69629153421,6,377.4132336444814
Guerrero,2601.9570748001997,4,44.34946163211789
Chiapas,4834.07580822029,5,113.44899009016328
Sonora,21753.45204188867,12,624.6667613256044
Michoacan,5018.683374747911,4,117.64803523840393
Nuevo Leon,28161.67822802198,10,362.8670989608218
Ags,9669.389257475712,7,454.9958914076629
Veracruz,11970.512161522687,6,383.0195672748304
Morelos,14111.090861262053,7,451.60530082922384
Michoacan,6389.200793967445,4,98.50848894829238
Guerrero,14374.524950002438,8,459.7963948913061
SLP,27946.65335585095,7,431.48916239921556
Michoacan,2591.8105817957376,5,92.52319721283783
Puebla,6623.905216394629,5,295.82959116841033
Morelos,18558.397363763015,7,462.4956782576883
Chiapas,4919.928345718685,5,164.2168656021959
Hidalgo,12870.499877899878,5,397.5429055132902
Oaxaca,2257.866196751456,5,22.19003648482991
Mexico,6646.539796163197,5,133.66275955937095
Puebla,1908.511261359273,4,46.44155593242033
Puebla,6674.443105679367,5,114.57427553918045
SLP,22078.28213673232,9,573.2352230992631
Chiapas,4959.955418897954,5,95.44538464040839
Jalisco,4175.130936215502,6,150.86264991926015
Durango,8001.529415091829,5,157.0896455616183
Durango,10693.052746600966,6,331.85850853180034
Puebla,300092.2061413476,5,2072.001707192365
Mexico,6116.283688211861,5,73.34452085788027
Veracruz,10062.507562014533,5,453.54831696316717
Chiapas,1505.5847190431518,6,25.395273358348966
Hidalgo,14829.376704306896,6,517.5481007336531
Puebla,21979.690238923584,6,516.8953032913727
Jalisco,8344.850615314495,6,155.59578202790826
Mexico,4175.408191203844,5,123.05426139561057
Morelos,5677.499717590103,5,352.88094118701815
Veracruz,9746.891158371041,6,320.4848361085973
Mexico,9140.841922800022,8,488.56280749847707
Mexico,8115.437372533806,4,100.12338001551763
Mexico,24160.045001751565,10,545.2708242789736
Yucatan,1874.7887091346154,5,15.680594751602566
Puebla,1308.2501464811785,4,33.917559288052374
Guanajuato,12216.00125354031,9,676.7711545530376
Tlaxcala,2575.5289710028187,3,52.72528604510673
Michoacan,8312.283558007004,7,350.8097837754331
Mexico,4780.624215281363,4,80.73990973154362
Puebla,25571.564325482483,7,789.7047099371871
Guerrero,2078.5553614697483,5,51.11195416078984
Queretaro,10936.336126541757,9,293.6521330383203
SLP,13888.840654336556,6,295.0466378730559
Jalisco,31763.84437881201,13,747.043263868687
Veracruz,15237.88004950376,6,598.5075570134333
Puebla,6522.434407649539,5,380.0804113460011
Jalisco,12174.199225606608,6,228.74043611254518
Guanajuato,6873.189494517214,6,100.78018632584975
Morelos,10841.863897142077,7,432.9635992674717
Guanajuato,23364.359219025246,7,561.7876430903087
Mexico,11382.044559523281,6,360.17427519289225
Veracruz,9128.3975558142,5,351.9746950058195
Michoacan,29194.85576572483,8,860.9093112094644
Chihuahua,17430.184759726417,8,540.3888770207852
Zacatecas,9287.215246153846,7,343.021160102564
Guerrero,5874.273443600295,4,157.84561042524007
Morelos,10279.433590615732,6,524.1916638321995
Veracruz,9635.025150772344,7,259.3812301077779
Mexico,2566.5033772504094,4,86.96995687397708
Mexico,7069.641121316494,4,152.54708720818982
Puebla,4626.116088628763,4,103.92358355629878
Chiapas,1264.6557100591717,5,12.103040159084296
Yucatan,2967.6254456200554,7,28.5489475502812
Campeche,12553.321844736636,7,317.006314660263
Morelos,3956.944519418204,4,87.51188568376068
Zacatecas,9904.322572224155,7,309.09292863151177
Guerrero,9871.962700009939,6,306.66376913138544
Puebla,3742.540470902764,4,63.76175657764449
Chiapas,1236.6191425513066,4,12.28113993060682
Jalisco,5509.806351165726,6,312.59833800490054
CDMX,6270.009970632815,6,63.70586762375555
Veracruz,43472.16655733754,5,603.7621365364535
Colima,25450.891167629416,10,718.5110176065607
Campeche,10051.095631317457,6,245.4173318485523
Mexico,8428.879367351985,5,213.92561902579214
Zacatecas,6370.2292522596545,6,65.84099377409771
Hidalgo,10124.273357346614,4,172.21117862495768
Nuevo Leon,26902.212472064562,12,454.8957331798882
Veracruz,5157.178155178155,5,187.5422597957598
Puebla,5557.174826242133,4,97.45998187282802
BCS,26973.8220024977,15,744.8179235172895
Tamaulipas,11859.19828088578,6,267.71173513986014
Chiapas,6692.575019327405,6,325.37302515323876
Mexico,35305.992816455815,9,561.1107042556971
Hidalgo,25543.742202934416,7,864.308337891273
SLP,6617.231044219695,5,135.02846024656725
Tamaulipas,11672.748382226058,7,570.2332645848544
Michoacan,2757.2714814102565,4,110.2840958974359
Mexico,6075.218465709147,5,177.6262379766963
Puebla,2048.963447838441,4,584.2071200257251
Tlaxcala,13059.576388186933,5,503.60270308972673
CDMX,27471.907175129065,11,341.5626973277694
Oaxaca,3040.014898043766,5,51.584823731763926
Michoacan,9264.852671737466,5,157.9279059270953
Tamaulipas,8884.700021094079,7,317.1932687034172
Hidalgo,7518.575617609178,5,273.94342524294575
Jalisco,8011.276251244135,6,228.68428312953216
Sinaloa,5209.366184183465,6,229.6455711384204
Veracruz,8930.890293131051,5,203.96306796523595
Puebla,17226.64910561911,7,1062.821666772012
Ags,7406.970928705441,7,156.13998495934962
Mexico,29503.873643151645,9,547.6140205130048
Tamaulipas,32007.0533706864,10,863.595418903217
Zacatecas,6999.864241594499,6,248.34525200585838
Puebla,4388.059775379596,4,155.19892856694693
Mexico,2501.410607668194,4,19.43718875090427
Oaxaca,2880.1843735668126,5,124.95881983531375
Jalisco,6234.507154237478,7,123.46726942643112
Ags,27625.217388573044,9,546.2706084115966
Chiapas,3225.709801014957,4,24.236643563034193
Mexico,3482.560421140644,4,88.67939368069003
Mexico,1184.277823729039,5,23.61203926004791
Chiapas,7996.0746528147,5,265.6716738265881
Mexico,6462.695884587554,5,148.67915277468552
Oaxaca,12302.816643528744,6,506.3644973812078
Durango,29002.3008096073,8,771.3300992058195
Puebla,7656.924335071709,4,289.6136896349413
Campeche,10779.231898162565,7,290.4853331322018
Veracruz,20594.934686413144,7,813.9931726891238
Oaxaca,5042.522732394887,6,211.914631364073
Hidalgo,14949.78986519911,3,396.65675742023245
Veracruz,10267.024594693095,6,384.09612886349476
Puebla,2717.7681982447084,6,35.028189425228014
Oaxaca,8086.027047592695,6,297.8488893193138
Michoacan,14065.603555080106,7,375.8162842073838
Mexico,7226.338124218984,5,148.2774898764612
Puebla,7351.373292103668,5,408.0453660460965
Jalisco,7748.607600910971,8,335.00455028318
Michoacan,41369.7916577882,8,935.8062966119754
Durango,3726.804254877775,4,48.23168255214174
Chiapas,3269.549752887062,4,70.97081277321067
Oaxaca,2308.954166314455,5,13.079626532121724
Guanajuato,15866.941055209658,8,524.4729739907611
Colima,11077.58703271028,7,262.73638113638697
Veracruz,48426.30973751663,9,984.2133572685296
Puebla,4674.687802829354,4,199.2738116268789
Jalisco,9311.017044602097,7,304.47763224167863
Coahuila,10013.549492887249,9,400.9582556473919
Guerrero,2131.754432507791,6,18.433556708217157
Jalisco,60677.78975730152,9,536.5140732208966
Chiapas,2295.281781888997,6,37.256936648003894
Puebla,11180.432729199645,5,276.8848998886534
Yucatan,11245.82468466868,8,451.2492360987742
Oaxaca,10527.130784419618,6,329.1425472120026
Yucatan,3657.202921339441,7,145.0339178644764
CDMX,13117.694799168834,7,115.42296741242846
Yucatan,4238.960194174757,4,92.94734731142646
Yucatan,11909.342466763583,7,237.31602964414384
Coahuila,17592.256319855354,11,482.397706484221
Oaxaca,3853.2041610925307,4,222.97322603121515
Chihuahua,16229.950879261225,8,459.0124149228804
Michoacan,14258.458614090883,7,572.5939026198049
Chiapas,4964.397440840409,5,160.4103828203047
Jalisco,6161.8449601217335,6,153.21683597439394
Jalisco,13109.405634514105,8,505.1422279167337
Hidalgo,4947.494841038591,4,151.04386823361824
Guerrero,9362.744477581244,6,469.4834670231729
Zacatecas,38791.09239070134,11,817.6967019318092
Veracruz,18250.646834110565,7,942.2546877122288
Michoacan,4497.146964810775,5,284.08994593569196
Yucatan,5043.849993049119,6,118.55137870713624
Yucatan,3389.1662462537465,7,96.03557158466535
Sinaloa,5843.659212058211,6,250.62299521829524
Mexico,13860.849572787964,6,277.8352973047031
Oaxaca,7674.856129807692,5,85.59988461538461
Durango,25116.2705862905,7,754.9873173903459
Guerrero,5534.757829382359,5,128.95509544831478
Colima,10048.856749913542,7,245.70916753124843
Michoacan,5834.69949196723,5,189.33191847536972
Sinaloa,30420.780406206555,12,745.5444958486161
Oaxaca,3011.6334300304216,4,779.6571401934125
Hidalgo,6608.34369427742,4,114.51413847708893
Michoacan,3088.6345072115387,6,148.08244390024038
Oaxaca,1844.3052680567978,4,19.148589920617173
Michoacan,4497.614954156084,6,147.12586296328183
Sonora,23149.50028674729,8,728.9865724348584
Jalisco,5161.487486443568,7,203.57488651328532
Michoacan,7173.29431733861,5,173.54295152114767
Coahuila,9719.88025777414,7,244.87057328605204
Oaxaca,21267.975037186567,4,109.26878195388865
Michoacan,7842.714265536722,4,88.28863287701
Hidalgo,10793.770366372757,5,347.6940570082092
Puebla,3345.7221118624957,4,81.66689313891237
Guerrero,9609.0206914615,5,269.61770731756457
Michoacan,22700.88751998271,8,874.4147387475771
Nuevo Leon,79568.93141759805,16,1063.1940545699529
Veracruz,14890.235949829987,6,496.0421748091358
CDMX,72533.52950321583,19,378.03146111980266
Veracruz,35066.26039918592,8,931.2375889544097
Michoacan,14281.036945602998,7,541.579635197466
Sonora,26198.641121137473,16,822.2368514477009
Chihuahua,10120.848874296436,8,413.09943986373065
Veracruz,3555.0880289495453,4,49.910440115798174
Veracruz,3095.098644044062,4,85.74095799103809
Michoacan,9027.370144101182,5,63.17378716566453
Queretaro,16872.071214721967,7,304.0315397588918
Hidalgo,6452.696241702461,4,118.85729987065598
Michoacan,8263.267621782024,7,525.2999404578387
Guerrero,5423.7230967827345,5,67.85325592479809
Oaxaca,6347.357937005898,6,329.41426270548374
Tlaxcala,2357.418040201005,3,48.37307320255122
Michoacan,5761.878556567701,4,183.78836459739094
Veracruz,10805.288337665503,6,311.0139517504671
Hidalgo,15171.601691331925,3,332.9863379411286
Michoacan,9672.681900235779,5,198.97488129973473
Puebla,1548.3240522767462,4,37.37199060565871
Oaxaca,7258.052193075335,5,233.20378884535978
Mexico,3863.8283109673293,5,178.00308664163805
Oaxaca,22053.743463870214,9,876.4652793769886
Puebla,2306.7290583274767,4,15.707513892642844
Veracruz,3580.975130920516,5,117.09101984173165
Guerrero,10417.517370702692,7,530.3909254965218
Jalisco,9464.358100977704,7,353.00343269877396
Mexico,2952.742917239011,4,52.352513500171696
Oaxaca,2859.8442926560924,4,14.769490281470617
Zacatecas,5086.963586825263,6,156.06396525178118
Queretaro,6827.695269747032,7,135.53602923335055
Morelos,6331.257548561044,6,219.2766322320205
Nuevo Leon,14698.020784703802,13,633.5241931918656
Coahuila,10346.645499483398,10,328.4289390915905
SLP,3281.973009294583,5,79.1695210168551
Nuevo Leon,71692.3735090752,14,528.0856134399309
Hidalgo,12170.949459631278,5,667.0449043759271
Veracruz,23200.36794263444,7,761.2469866005723
Oaxaca,2560.2439773970104,4,20.400243301130146
Jalisco,10790.095896194201,9,489.21663034705404
Campeche,8600.380301834683,6,209.8173912317708
Zacatecas,16569.033057043227,8,451.2588478919753
Puebla,4204.547428443649,5,89.71324955277281
Morelos,5161.573952169625,5,66.4129256163708
Veracruz,49013.38203765723,8,782.8941028717597
Mexico,11505.267034743678,6,275.5209602293554
Zacatecas,21652.71011666059,7,517.3287686839227
Nayarit,14765.568275515336,7,388.54541277023634
Oaxaca,10711.437698293925,6,344.7553724932655
Guanajuato,10640.28416058451,7,485.1257236340435
Nuevo Leon,18607.00203402367,16,582.3059384956758
Tlaxcala,3222.1061487126835,4,25.696332727847103
Coahuila,24588.809511415668,12,662.2049631344801
Yucatan,13650.564003475716,7,328.837274535809
Coahuila,12468.206140754368,8,389.40870232113787
Oaxaca,4110.687403263403,6,59.448069941724945
Michoacan,7476.6428915246415,6,491.7338819668356
Michoacan,6590.857526550491,6,301.63558469752974
Michoacan,10881.699990864243,6,554.9099129057798
Ags,9380.470395890754,8,414.8617169047023
Jalisco,10493.584299566193,7,383.81647756003656
Veracruz,2411.71495547238,5,50.53169150103252
Tamaulipas,38619.79606786656,11,929.8515683824372
Yucatan,7505.776894078144,6,125.59045457875457
Michoacan,11387.41423290768,6,676.8340429675567
Puebla,8613.594725233535,5,210.59154797601198
Oaxaca,18932.712272601984,6,675.8916914913917
Michoacan,5908.277594339623,5,459.92244466618286
Nuevo Leon,4424.642642700683,7,120.92309161190568
Yucatan,10228.198849852897,7,324.3609691516267
Michoacan,4453.356676772481,5,138.05517625728214
Guerrero,4853.941997764456,6,140.81508408698303
Tlaxcala,2136.8714037354202,5,37.94782958068802
Oaxaca,138587.516891028,7,1016.359703178184
Jalisco,16822.39810555996,7,425.24995973213504
Michoacan,12593.94564375692,6,509.95159082109507
SLP,17157.276984455653,8,468.10216433969805
Mexico,6121.0024176655415,4,125.5142111602467
Guerrero,4051.2037806037165,5,64.72031967159384
Tlaxcala,40234.957391132615,7,1225.9904710180706
Coahuila,7406.460994806881,7,147.6274358703884
Hidalgo,7189.8252854201755,4,143.02539804416995
Morelos,3880.136523837379,7,127.91375054840599
Oaxaca,4797.850600169062,5,148.3552160608622
Michoacan,11085.577895029159,7,413.713521475516
Nayarit,13632.200510728144,8,450.37151344822337
Tamaulipas,21143.852984685,8,516.3825069613645
Puebla,7690.735374220374,4,295.30492463617463
Yucatan,3179.446908919301,6,51.994909430549
Guanajuato,4846.1189360336175,6,150.88635642582
Jalisco,6730.310114912957,6,269.55857416459423
Mexico,5200.866232762478,4,83.95138922222674
Guanajuato,4672.620108218777,5,219.1328767548991
Oaxaca,3535.807452402886,4,60.01185713189007
Puebla,9040.526325898678,4,290.0223411016949
Mexico,9811.531956501554,5,454.6507421312845
Nuevo Leon,34652.66574683365,20,649.6698771016007
Chiapas,5932.793030494882,5,213.755892511695
Tlaxcala,2702.011877041877,4,32.478201425601426
Jalisco,10870.928295419533,6,257.7058173076923
Tlaxcala,7533.460706360947,4,217.78303545673077
Tabasco,20847.83424354899,9,491.71571517846314
Mexico,3468.3730815000154,5,93.28818951575992
Veracruz,6427.13439682239,6,250.11376752557786
Veracruz,8478.473476466455,5,300.91750057077627
Chiapas,2810.8547350090853,5,113.93130875227135
Veracruz,6966.667241663915,5,275.1923877517333
Zacatecas,5486.462693827912,7,134.3920514214047
Hidalgo,4633.5702915237625,6,213.6291423321901
Puebla,10662.267893017404,5,329.6859519629748
Chihuahua,24452.331948539264,10,703.6125547623108
Mexico,7897.488665465237,5,132.86746447089698
Oaxaca,17723.574084972286,6,711.8395145164149
Chiapas,6062.235943534078,5,173.47780476985702
Mexico,9577.953768610421,5,327.9683415529363
